duration,protocol_type,service,src_bytes,dst_bytes,flag,wrong_fragment,hot,failed_logins,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,label
0.2072,0,3,50.5354,9.6942,1,0.0,0.0,0.0,469,425,0.9706,0.0684,27,0.2459,1
1.1518,0,4,39.0095,28.9054,1,0.0,0.0,0.0,280,4,0.1991,0.9692,6,0.1725,2
0.5485,0,2,407.3767,5628.0872,0,0.0,0.0,0.0,14,7,0.9591,0.0824,250,0.9728,0
0.3044,1,0,33.7114,20.4263,2,0.0,0.0,0.0,223,6,0.1873,0.9198,10,0.1676,2
0.4207,1,5,46.7322,8.6613,1,0.0,0.0,0.0,419,425,0.8897,0.0478,10,0.1532,1
55.9841,0,0,146.125,9006.2286,0,0.0,0.0,0.0,10,11,0.7582,0.0204,152,0.9137,0
0.122,0,5,0.0994,23.9206,1,0.0,0.0,0.0,196,5,0.2182,0.8425,2,0.1,2
3.2873,0,1,239.5543,669.5167,0,0.0,3.0,6.0,91,72,0.868,0.0428,135,0.6398,3
0.1491,0,3,24.4171,5.0686,2,0.0,0.0,0.0,125,1,0.0437,0.9565,22,0.1126,2
0.1712,0,3,70.8547,1.8219,2,0.0,0.0,0.0,277,370,0.9684,0.089,4,0.3434,1
1.4061,0,0,2100.0388,2673.4967,0,0.0,0.0,0.0,8,14,0.9787,0.0767,235,0.8512,0
1.1307,0,1,19.0326,30.8401,2,0.0,0.0,0.0,215,6,0.1952,0.8676,8,0.0727,2
0.9621,0,5,4.8471,31.8649,2,0.0,0.0,0.0,86,8,0.2206,0.953,23,0.0337,2
10.6435,0,1,553.9527,485.3899,0,0.0,1.0,7.0,130,61,0.9266,0.0646,113,0.7858,3
0.4479,0,5,51.2437,5.0403,2,0.0,0.0,0.0,405,222,0.8912,0.0188,32,0.3327,1
4.5826,0,0,1086.1166,1586.6044,0,0.0,0.0,0.0,12,11,0.8957,0.0717,128,0.9201,0
0.6207,0,1,55.1466,6.9925,2,0.0,0.0,0.0,180,4,0.1045,0.9705,21,0.0135,2
5.3196,0,2,595.6378,692.9847,2,0.0,4.0,2.0,41,126,0.826,0.011,97,0.794,3
3.8384,0,1,581.5359,501.7503,0,0.0,1.0,6.0,135,50,0.8281,0.0586,120,0.6073,3
0.0552,0,3,37.6103,0.0381,1,0.0,0.0,0.0,255,500,0.9534,0.098,36,0.1511,1
0.4031,1,5,19.6178,6.977,1,0.0,0.0,0.0,308,387,0.8889,0.0992,28,0.1257,1
10.8575,0,1,178.6315,319.5859,0,0.0,4.0,7.0,92,49,0.8119,0.0021,66,0.887,3
0.9334,1,0,46.0249,1.0063,1,0.0,0.0,0.0,191,5,0.1701,0.9941,7,0.0596,2
0.5084,1,3,50.8638,12.7129,1,0.0,0.0,0.0,245,2,0.207,0.8752,12,0.0521,2
2.1472,0,1,592.01,387.4455,0,0.0,3.0,6.0,52,36,0.8117,0.0591,106,0.9168,3
0.4334,0,0,106.7056,2.3687,1,0.0,0.0,0.0,264,432,0.9367,0.0746,16,0.2003,1
0.5354,0,2,17.3016,1.7317,1,0.0,0.0,0.0,278,5,0.0932,0.8414,13,0.0347,2
9.2966,1,0,1618.6029,3537.5248,0,0.0,0.0,0.0,20,13,0.9957,0.129,78,0.9246,0
7.5222,0,1,358.0854,640.4575,0,0.0,2.0,6.0,56,127,0.9076,0.0115,168,0.6467,3
8.1578,0,1,212.5218,373.2739,0,0.0,3.0,3.0,44,128,0.852,0.0071,174,0.8062,3
0.6677,0,2,23.1335,10.449,2,0.0,0.0,0.0,219,2,0.0305,0.8189,16,0.1324,2
1.8409,0,1,184.9174,651.0446,2,0.0,2.0,5.0,108,114,0.8751,0.0241,169,0.7508,3
7.8134,0,0,297.1138,899.6286,0,0.0,0.0,0.0,17,11,0.7726,0.1232,136,0.8852,0
3.3499,0,3,446.2517,2488.355,2,0.0,0.0,0.0,10,7,0.9963,0.0423,107,0.7691,0
0.2901,0,3,259.1666,7.7262,1,0.0,0.0,0.0,475,496,0.9413,0.0246,24,0.1951,1
7.5527,0,4,392.0897,4085.9077,0,0.0,0.0,0.0,9,14,0.7989,0.0786,59,0.8676,0
0.6118,0,1,549.511,360.0933,2,0.0,5.0,3.0,143,124,0.8114,0.0285,79,0.7097,3
2.4403,0,1,278.1864,645.6642,0,0.0,5.0,7.0,130,74,0.9797,0.0982,125,0.6684,3
0.1264,0,5,83.7662,0.9389,1,0.0,0.0,0.0,362,336,0.963,0.0733,11,0.3277,1
0.4126,0,0,74.8989,2.3756,1,1.0,0.0,0.0,270,432,0.9283,0.0896,32,0.3025,1
3.5159,0,3,825.5829,3940.1686,0,0.0,0.0,0.0,13,13,0.8109,0.0903,133,0.7478,0
0.8637,0,1,403.5757,646.2595,0,0.0,5.0,3.0,48,135,0.9588,0.0096,81,0.7162,3
0.4613,0,0,4.9229,6.3259,1,0.0,0.0,0.0,485,384,0.9571,0.089,8,0.3535,1
4.0331,0,1,245.4076,583.5406,0,0.0,1.0,6.0,137,92,0.8833,0.0337,98,0.7037,3
0.0881,0,0,25.0911,3.5243,1,1.0,0.0,0.0,359,487,0.8616,0.0408,4,0.1676,1
0.7246,0,1,156.449,434.7071,2,0.0,3.0,4.0,64,94,0.8267,0.0818,186,0.6991,3
0.0835,0,0,146.1341,9.9835,1,0.0,0.0,0.0,299,503,0.9557,0.0973,25,0.33,1
0.2479,2,3,18.0735,16.7493,3,0.0,0.0,0.0,293,7,0.2208,0.7538,18,0.0121,2
0.1754,1,5,55.6915,8.6727,1,0.0,0.0,0.0,439,247,0.8555,0.0071,9,0.3217,1
3.0152,0,5,374.312,3804.2884,0,0.0,0.0,0.0,13,12,0.8635,0.126,138,0.8994,0
0.3007,0,5,999.0382,3711.8283,0,0.0,0.0,0.0,10,15,0.9691,0.0481,250,0.9208,0
0.0601,0,2,31.3748,9.5452,1,0.0,0.0,0.0,209,13,0.0314,0.9485,23,0.0385,2
1.0759,0,2,374.0835,665.7082,1,0.0,5.0,6.0,112,76,0.8081,0.0431,43,0.7507,3
0.2577,1,0,32.7182,6.0157,1,0.0,0.0,0.0,447,437,0.9323,0.0795,49,0.2341,1
0.9728,1,4,42.1554,1.2297,2,0.0,0.0,0.0,126,11,0.0149,0.8302,13,0.1419,2
0.3555,1,0,47.855,24.2083,1,0.0,0.0,0.0,233,14,0.0882,0.9763,2,0.1105,2
6.8528,0,2,511.7117,707.3509,1,0.0,1.0,5.0,145,87,0.9729,0.0672,162,0.7578,3
2.2495,0,1,216.8743,545.5436,0,0.0,2.0,2.0,68,40,0.9221,0.0557,120,0.8818,3
2.2918,0,2,554.838,515.9013,0,0.0,2.0,3.0,70,97,0.9495,0.0821,99,0.8089,3
1.6034,2,3,1677.6692,7251.8154,0,0.0,0.0,0.0,13,3,0.9173,0.1401,54,0.8075,0
6.0056,0,0,370.9375,2081.3279,0,0.0,0.0,0.0,12,12,0.7867,0.0509,242,0.9012,0
24.4562,0,5,886.5472,1574.3637,0,0.0,0.0,0.0,13,3,0.8484,0.059,105,0.879,0
1.1135,1,3,6.5287,0.8012,1,0.0,0.0,0.0,92,8,0.2081,0.8939,11,0.1549,2
0.6842,0,2,58.0349,5.443,1,0.0,0.0,0.0,83,10,0.1394,0.9656,5,0.1861,2
5.7901,0,1,527.3773,391.9648,0,0.0,5.0,4.0,131,42,0.8791,0.0492,153,0.667,3
0.1842,1,3,17.7429,6.7204,2,0.0,0.0,0.0,327,358,0.9217,0.0357,45,0.2855,1
8.0834,0,1,372.8973,486.4312,1,0.0,0.0,0.0,18,7,0.8432,0.0018,193,0.9044,0
8.1673,1,0,636.2193,2651.9614,0,0.0,0.0,0.0,8,12,0.7528,0.0611,54,0.8133,0
14.3788,1,0,573.7572,1965.4617,0,0.0,0.0,0.0,14,6,0.7811,0.0112,108,0.7285,0
1.1066,0,2,179.1119,685.2286,0,0.0,2.0,2.0,48,126,0.9151,0.0217,136,0.8569,3
0.7866,1,0,60.1196,2.8155,1,0.0,0.0,0.0,104,8,0.2088,0.8403,18,0.1542,2
0.4063,0,3,34.5295,2.6618,2,0.0,0.0,0.0,441,425,0.9849,0.0581,11,0.1333,1
1.3388,0,4,963.7842,3050.8848,0,0.0,0.0,0.0,18,8,0.8089,0.099,60,0.7812,0
1.5918,0,0,273.3942,4163.5661,0,0.0,0.0,0.0,8,13,0.9805,0.0327,168,0.8459,0
27.159,0,4,837.3762,2722.5223,0,0.0,0.0,0.0,11,14,0.874,0.1023,229,0.9177,0
3.2978,0,1,204.3879,438.5018,0,0.0,4.0,6.0,121,116,0.8137,0.0536,42,0.9305,3
2.362,0,1,181.1238,610.5524,0,0.0,2.0,6.0,62,97,0.8918,0.0027,57,0.8891,3
0.6199,1,0,6.3051,27.171,2,0.0,0.0,0.0,289,5,0.0933,0.8212,16,0.0837,2
0.0612,2,2,38.9708,19.5753,1,0.0,0.0,0.0,297,3,0.1997,0.958,22,0.148,2
0.0476,0,0,126.1404,5.8269,1,3.0,0.0,0.0,267,327,0.9165,0.0159,44,0.3425,1
4.9388,0,1,383.38,726.8096,1,0.0,2.0,6.0,140,119,0.9327,0.0929,186,0.6907,3
0.424,1,1,17.8928,26.5971,1,0.0,0.0,0.0,185,4,0.1495,0.8963,6,0.1485,2
67.4036,0,0,1690.478,2300.026,0,0.0,0.0,0.0,11,10,0.8081,0.1324,115,0.9271,0
0.4773,0,1,498.7488,278.4184,1,0.0,3.0,6.0,111,118,0.8699,0.0148,159,0.9321,3
0.233,1,0,57.149,3.9732,1,0.0,0.0,0.0,331,511,0.9723,0.0633,39,0.2362,1
20.4938,1,0,1929.0657,5998.493,0,0.0,0.0,0.0,8,9,0.8103,0.1193,145,0.9728,0
22.9624,1,2,1539.8857,5450.5707,0,0.0,0.0,0.0,14,13,0.8099,0.0937,253,0.7848,0
0.2835,0,0,34.0067,2.6623,1,0.0,0.0,0.0,397,201,0.9508,0.0923,40,0.3609,1
1.0306,0,1,382.9571,316.6262,0,0.0,4.0,7.0,53,120,0.8886,0.0782,116,0.6603,3
0.7611,0,1,492.7554,787.2776,1,0.0,5.0,2.0,48,138,0.8011,0.0488,166,0.7957,3
0.7342,0,3,510.9078,783.6673,0,0.0,0.0,0.0,15,6,0.8036,0.0698,107,0.9832,0
0.6374,0,3,24.6966,25.1175,2,0.0,0.0,0.0,98,8,0.0153,0.9375,19,0.0966,2
1.0145,1,2,59.6342,8.8035,2,0.0,0.0,0.0,137,4,0.0539,0.913,3,0.0371,2
0.6897,0,1,237.8896,695.6225,0,0.0,5.0,3.0,33,120,0.8174,0.0605,139,0.7053,3
0.1533,0,0,12.3849,5.1864,2,1.0,0.0,0.0,419,453,0.8935,0.0149,39,0.2101,1
1.1654,0,0,3.7938,23.3687,3,0.0,0.0,0.0,262,12,0.2129,0.8101,9,0.1521,2
0.4154,0,5,95.1613,1.0441,1,0.0,0.0,0.0,476,221,0.9741,0.0728,13,0.3763,1
0.3897,0,0,9.7599,0.3453,1,0.0,0.0,0.0,422,414,0.9865,0.0183,17,0.334,1
17.9187,0,0,1151.2726,1806.1364,0,0.0,0.0,0.0,13,10,0.8569,0.1092,251,0.8056,0
0.9554,0,0,21.0741,7.298,1,0.0,0.0,0.0,131,10,0.1693,0.7862,24,0.1467,2
2.6507,0,2,180.0088,631.0929,0,0.0,3.0,5.0,105,43,0.8202,0.0973,159,0.6823,3
18.64,0,1,387.3421,677.6224,2,0.0,1.0,3.0,141,89,0.824,0.0662,161,0.7829,3
0.2229,1,3,56.1943,7.9686,2,0.0,0.0,0.0,128,14,0.2365,0.8071,8,0.1692,2
0.1601,0,5,40.6429,9.474,1,0.0,0.0,0.0,255,508,0.8675,0.0414,12,0.331,1
5.7643,0,1,539.2237,775.8702,1,0.0,1.0,7.0,96,60,0.8798,0.0765,180,0.6841,3
0.0908,0,2,61.8101,12.7569,2,0.0,0.0,0.0,280,7,0.0827,0.7576,11,0.1542,2
0.0882,0,3,69.4407,1.6009,1,1.0,0.0,0.0,346,291,0.8716,0.0125,26,0.1656,1
0.1999,0,0,124.1183,9.8451,1,0.0,0.0,0.0,391,375,0.9744,0.0293,37,0.3656,1
2.6348,0,2,305.5807,431.5028,0,0.0,2.0,2.0,97,114,0.9054,0.0895,139,0.917,3
11.698,0,2,910.5247,3329.727,0,0.0,1.0,0.0,14,14,0.825,0.0905,123,0.7324,0
0.4155,1,0,21.1262,6.6505,1,1.0,0.0,0.0,281,408,0.8586,0.033,47,0.157,1
1.5146,0,4,483.5244,1567.7343,0,0.0,0.0,0.0,13,10,0.7626,0.0055,52,0.8367,0
1.6569,0,2,508.2698,606.384,0,0.0,4.0,2.0,133,108,0.9331,0.0356,185,0.6572,3
2.5628,0,1,205.8322,788.6592,0,0.0,1.0,3.0,75,85,0.9934,0.0604,175,0.7235,3
14.1695,0,0,283.8465,2404.6665,0,0.0,0.0,0.0,15,6,0.8657,0.0521,230,0.8978,0
0.7825,0,1,7.5626,7.366,2,0.0,0.0,0.0,193,12,0.166,0.79,12,0.172,2
0.0607,0,3,49.3016,23.9791,0,0.0,0.0,0.0,294,1,0.0446,0.8926,11,0.0146,2
2.2668,0,1,270.583,208.45,0,0.0,3.0,7.0,62,109,0.807,0.0281,104,0.7244,3
0.2936,0,3,43.7927,1.7487,1,0.0,0.0,0.0,380,249,0.8982,0.0328,38,0.312,1
0.617,1,3,61.2274,27.5704,1,0.0,0.0,0.0,130,5,0.177,0.8828,22,0.0276,2
1.9048,0,2,511.1604,334.9293,2,0.0,5.0,5.0,131,99,0.9888,0.0371,151,0.8074,3
10.0146,0,3,941.3953,4105.0823,0,0.0,0.0,0.0,13,14,0.8287,0.0083,197,0.7742,0
0.2028,1,2,60.3059,30.7952,1,0.0,0.0,0.0,90,2,0.1909,0.8413,15,0.144,2
0.3003,2,5,7.2491,17.0028,2,0.0,0.0,0.0,111,8,0.0919,0.8927,9,0.0456,2
0.925,0,2,11.2364,25.4664,2,0.0,0.0,0.0,159,9,0.1608,0.7506,16,0.0683,2
2.2636,0,1,398.2854,614.3648,0,0.0,1.0,3.0,65,126,0.9401,0.0966,60,0.8812,3
1.6618,1,4,1748.7181,2225.1071,0,0.0,0.0,0.0,7,14,0.9297,0.1263,121,0.9591,0
0.8916,2,1,3.3055,5.4414,2,0.0,0.0,0.0,245,12,0.0824,0.8957,7,0.1137,2
0.1496,0,5,42.1618,2.4839,2,0.0,0.0,0.0,383,346,0.8867,0.0686,6,0.2658,1
0.2674,0,0,82.5243,7.2577,3,1.0,0.0,0.0,307,494,0.9128,0.0916,11,0.2181,1
0.3885,0,0,66.2545,5.0944,1,1.0,0.0,0.0,372,321,0.8604,0.0887,4,0.1366,1
14.8252,1,2,668.2493,3775.9164,0,0.0,0.0,0.0,7,13,0.7622,0.1114,154,0.9612,0
4.5155,0,2,303.2383,290.5458,0,0.0,5.0,6.0,40,80,0.8916,0.0755,120,0.7372,3
1.3467,0,1,508.5627,496.3278,1,0.0,3.0,5.0,93,58,0.8285,0.0015,161,0.7935,3
0.3085,0,0,112.5821,2.6932,2,0.0,0.0,0.0,251,289,0.852,0.0424,3,0.2349,1
0.4374,0,5,152.4437,0.8053,3,0.0,0.0,0.0,499,442,0.9897,0.03,46,0.3928,1
0.1987,1,0,33.9447,1.8998,1,0.0,0.0,0.0,498,456,0.8707,0.0722,23,0.2132,1
51.8855,0,3,355.0214,2597.509,0,0.0,0.0,0.0,17,4,0.9399,0.1075,181,0.715,0
0.0567,0,0,145.2047,8.5025,1,0.0,0.0,0.0,340,229,0.9871,0.0032,47,0.1057,1
0.347,0,0,6.2601,9.3455,1,0.0,0.0,0.0,287,392,0.8993,0.0643,6,0.2528,1
33.1263,2,0,1260.7651,7843.6946,0,0.0,0.0,0.0,12,9,0.8751,0.0663,172,0.9864,0
7.1041,0,1,170.0527,244.3685,0,0.0,2.0,2.0,65,73,0.9271,0.0187,180,0.9374,3
0.4991,2,0,105.3266,6.8696,1,1.0,0.0,0.0,312,427,0.8873,0.0235,30,0.1698,1
14.9157,0,0,3314.8945,2996.5229,0,0.0,0.0,0.0,17,9,0.8247,0.0344,201,0.7849,0
4.0549,1,0,350.9854,4375.1933,0,0.0,0.0,0.0,10,18,0.8241,0.0975,245,0.7046,0
6.3044,0,1,157.3707,472.9902,1,0.0,1.0,7.0,56,64,0.8063,0.0273,126,0.8442,3
0.2379,0,0,5.9872,0.0549,3,0.0,0.0,0.0,265,250,0.8806,0.0442,27,0.2713,1
0.1558,0,0,48.2218,3.6202,2,0.0,0.0,0.0,289,11,0.0614,0.8269,3,0.1833,2
0.285,0,0,45.8673,3.5938,1,0.0,0.0,0.0,358,430,0.9485,0.0742,22,0.3244,1
0.365,0,0,112.3088,1.6653,1,0.0,0.0,0.0,275,447,0.9367,0.0736,14,0.148,1
0.3728,0,0,10.8199,7.5062,2,0.0,0.0,0.0,474,431,0.9589,0.0022,35,0.2318,1
0.2717,1,3,12.8978,3.6445,1,1.0,0.0,0.0,268,465,0.889,0.0905,38,0.2016,1
0.3743,1,0,84.69,3.168,2,0.0,0.0,0.0,255,253,0.9825,0.0051,23,0.2686,1
0.4831,0,1,61.841,23.7511,2,0.0,0.0,0.0,196,12,0.1334,0.938,21,0.0194,2
0.4741,0,3,35.6833,10.6278,1,0.0,0.0,0.0,134,4,0.0615,0.7543,5,0.1273,2
0.2593,1,3,7.8742,0.4964,2,0.0,0.0,0.0,386,326,0.9715,0.0501,42,0.3714,1
0.4466,0,0,62.2042,3.9381,2,1.0,0.0,0.0,384,344,0.9773,0.0736,12,0.3489,1
0.3489,1,0,94.8932,7.2984,1,0.0,0.0,0.0,261,238,0.9041,0.0718,42,0.2727,1
0.6131,0,4,2.4129,23.1084,1,0.0,0.0,0.0,126,9,0.1367,0.8639,9,0.0906,2
0.7724,0,2,56.2003,4.8151,0,0.0,0.0,0.0,261,13,0.047,0.8916,11,0.0691,2
1.7832,0,5,2157.0902,2364.2061,0,0.0,0.0,0.0,13,11,0.8867,0.0452,77,0.9437,0
5.8429,0,2,590.9913,590.6929,0,0.0,1.0,3.0,32,107,0.8794,0.0581,66,0.7973,3
1.1263,0,1,441.2294,710.5549,0,0.0,4.0,5.0,132,53,0.8709,0.0825,109,0.7462,3
2.1256,0,1,370.206,355.5735,0,0.0,5.0,3.0,91,48,0.9639,0.0176,117,0.6148,3
0.4596,0,1,491.639,401.1271,0,0.0,2.0,5.0,106,125,0.8949,0.0207,127,0.7655,3
1.7604,0,1,347.8499,441.8854,0,0.0,2.0,5.0,124,43,0.9297,0.0382,167,0.7979,3
0.8547,1,0,36.3772,0.3876,0,0.0,0.0,0.0,202,13,0.0376,0.7814,17,0.1548,2
0.7485,0,5,41.2162,25.7186,2,0.0,0.0,0.0,249,14,0.0556,0.792,7,0.0656,2
8.3911,1,0,712.9708,3363.6432,0,0.0,0.0,0.0,10,9,0.9265,0.0853,252,0.836,0
2.2705,0,2,416.9997,247.9622,0,0.0,5.0,4.0,133,64,0.9122,0.0652,182,0.6281,3
5.7847,0,1,245.5752,458.1705,0,0.0,2.0,6.0,81,30,0.9117,0.006,88,0.8469,3
4.1772,0,1,271.3545,300.839,2,0.0,5.0,5.0,73,119,0.9916,0.0887,43,0.6883,3
2.9598,0,3,277.1978,5674.1082,2,0.0,0.0,0.0,13,11,0.8936,0.001,61,0.8618,0
0.5025,0,1,577.1111,471.2096,0,0.0,4.0,7.0,147,28,0.814,0.026,109,0.8213,3
0.2713,0,3,21.1034,6.2382,1,0.0,0.0,0.0,422,469,0.9445,0.0156,4,0.243,1
0.9288,1,5,25.3521,26.4121,2,0.0,0.0,0.0,282,1,0.1535,0.7892,11,0.0104,2
0.8615,0,0,51.5751,3.5245,0,0.0,0.0,0.0,294,8,0.1344,0.8856,8,0.1116,2
0.2575,0,2,546.0748,613.4777,0,0.0,1.0,2.0,81,93,0.8631,0.0896,128,0.8927,3
1.0333,0,4,13.0608,13.2359,2,0.0,0.0,0.0,117,14,0.1128,0.9947,8,0.1103,2
0.1943,1,0,142.5894,1.289,1,0.0,0.0,0.0,371,355,0.9281,0.0486,20,0.1523,1
18.6589,0,1,362.2936,739.3896,1,0.0,3.0,6.0,65,89,0.9212,0.0422,47,0.7587,3
14.3737,1,0,135.2511,7834.7138,0,0.0,0.0,0.0,14,12,0.8249,0.0879,188,0.9167,0
24.2247,0,2,1475.4912,5218.0157,0,0.0,0.0,0.0,11,8,0.9882,0.0625,79,0.9303,0
1.125,1,1,5.875,17.6788,1,0.0,0.0,0.0,230,9,0.1242,0.9773,4,0.1796,2
5.0762,0,4,761.0898,3067.4141,0,0.0,0.0,0.0,10,13,0.9123,0.0928,253,0.8153,0
0.5848,0,2,7.1858,3.2715,1,0.0,0.0,0.0,233,14,0.0654,0.8179,15,0.1103,2
9.7368,0,0,643.4436,3541.3665,0,0.0,0.0,0.0,15,12,0.9518,0.1103,178,0.7799,0
0.2835,0,0,51.8525,8.9097,3,0.0,0.0,0.0,480,272,0.9389,0.0211,34,0.1137,1
0.2063,0,0,28.4463,8.8853,1,3.0,0.0,0.0,409,299,0.9046,0.0718,3,0.31,1
1.1192,1,1,35.1605,24.5507,1,0.0,0.0,0.0,226,4,0.0703,0.9288,22,0.0586,2
0.4657,0,0,71.0477,9.578,2,0.0,0.0,0.0,308,383,0.878,0.0475,13,0.3787,1
0.1587,0,3,151.9396,4.324,1,0.0,0.0,0.0,486,398,0.881,0.0293,46,0.3881,1
19.2521,0,0,486.561,2261.0277,0,0.0,1.0,0.0,14,16,0.9038,0.1488,155,0.8045,0
0.3798,0,0,40.5712,30.3538,1,0.0,0.0,0.0,132,13,0.1581,0.809,3,0.1215,2
4.0105,0,2,455.7948,544.2903,0,0.0,4.0,2.0,61,69,0.908,0.0218,54,0.7722,3
0.3651,0,1,320.6347,381.3446,0,0.0,5.0,7.0,100,83,0.8607,0.037,183,0.8276,3
21.3453,1,0,551.9923,2578.2237,0,0.0,0.0,0.0,13,14,0.8164,0.1441,198,0.8813,0
4.9686,0,0,1537.5532,1446.6038,0,0.0,0.0,0.0,13,12,0.83,0.0431,247,0.7982,0
0.2674,0,0,15.6818,11.9717,1,0.0,0.0,0.0,203,13,0.0302,0.8749,9,0.1251,2
0.6194,1,3,24.6964,3.4972,1,0.0,0.0,0.0,243,11,0.0725,0.8877,15,0.1169,2
1.2355,0,2,714.1872,4255.2076,0,0.0,0.0,0.0,12,11,0.9374,0.0283,211,0.9006,0
0.24,0,5,57.2551,26.7312,1,0.0,0.0,0.0,210,10,0.224,0.9222,15,0.1772,2
1.0201,0,3,37.6581,13.8394,1,0.0,0.0,0.0,207,5,0.2194,0.8937,14,0.1226,2
0.2677,0,5,43.5589,5.16,1,0.0,0.0,0.0,297,251,0.8647,0.0241,18,0.1392,1
0.0672,0,3,138.9675,7.6216,0,0.0,0.0,0.0,254,497,0.8502,0.0237,11,0.3762,1
3.3774,0,1,414.5668,402.2527,0,0.0,3.0,3.0,40,86,0.8366,0.0197,110,0.8487,3
27.1246,0,2,632.473,7421.5273,0,0.0,0.0,0.0,14,9,0.9687,0.116,67,0.9582,0
1.0144,0,1,48.5635,17.564,2,0.0,0.0,0.0,143,3,0.1661,0.9308,5,0.1224,2
13.3074,0,1,362.389,276.6898,0,0.0,2.0,2.0,46,37,0.8924,0.0494,87,0.6696,3
0.1941,0,5,32.0548,17.43,1,0.0,0.0,0.0,160,13,0.1911,0.9466,3,0.0575,2
0.7233,0,1,383.8755,668.2155,1,0.0,4.0,2.0,128,127,0.9284,0.071,182,0.8609,3
1.306,0,1,313.7536,264.0418,0,0.0,3.0,6.0,112,69,0.8835,0.0776,181,0.7328,3
0.2721,1,0,156.8392,2.3644,1,0.0,0.0,0.0,371,384,0.8742,0.0005,30,0.2177,1
0.3317,2,0,99.634,3.5353,1,0.0,0.0,0.0,353,480,0.9361,0.046,36,0.2216,1
11.4524,0,5,821.2704,2174.5173,0,0.0,0.0,0.0,12,17,0.7805,0.0708,167,0.9273,0
0.1256,0,2,36.8595,3.0136,2,0.0,0.0,0.0,192,4,0.1523,0.8646,9,0.186,2
0.0071,0,0,19.0855,1.5365,2,1.0,0.0,0.0,448,350,0.9462,0.049,48,0.3539,1
4.4847,0,1,387.7429,305.8395,0,0.0,4.0,7.0,71,70,0.8188,0.0856,177,0.6354,3
4.6038,0,1,448.9765,349.4338,0,0.0,2.0,6.0,129,86,0.8628,0.0106,183,0.8054,3
0.8116,0,3,12.4494,29.134,2,0.0,0.0,0.0,96,9,0.0757,0.8897,11,0.0107,2
11.8494,0,1,395.88,606.7551,0,0.0,4.0,5.0,40,40,0.8203,0.0825,136,0.7249,3
0.3972,0,3,19.4976,30.4717,2,0.0,0.0,0.0,219,11,0.0538,0.8324,21,0.0525,2
1.9218,0,2,387.5329,5451.0399,0,0.0,0.0,0.0,12,11,0.7679,0.1383,208,0.9439,0
0.3105,0,3,23.4876,0.4597,2,0.0,0.0,0.0,266,295,0.8665,0.0454,26,0.2997,1
0.1369,2,0,29.4328,8.9478,1,0.0,0.0,0.0,464,378,0.8758,0.0227,29,0.3269,1
0.163,0,3,53.3134,15.7987,0,0.0,0.0,0.0,255,2,0.2238,0.8406,13,0.1946,2
13.858,0,2,254.7703,648.6882,0,0.0,2.0,4.0,97,136,0.8129,0.0091,143,0.8314,3
11.0327,1,3,1263.459,1318.9455,0,0.0,0.0,0.0,18,17,0.9595,0.0154,189,0.7351,0
1.7098,0,1,498.2207,524.4258,0,0.0,4.0,4.0,139,105,0.9797,0.079,73,0.7523,3
0.9348,0,0,54.0658,18.9182,1,0.0,0.0,0.0,171,8,0.0307,0.9382,9,0.1951,2
0.1802,0,0,61.8644,7.7601,1,0.0,0.0,0.0,293,459,0.8978,0.0424,41,0.1513,1
0.524,0,1,437.9349,767.8463,0,0.0,1.0,2.0,118,83,0.9662,0.0078,86,0.6723,3
0.1629,0,1,763.8433,4021.5423,0,0.0,0.0,0.0,13,11,0.975,0.0132,113,0.7579,0
1.6369,0,0,551.8615,4169.3522,0,0.0,0.0,0.0,13,10,0.856,0.0415,97,0.7388,0
0.9314,1,3,30.9851,26.6848,2,0.0,0.0,0.0,151,10,0.1256,0.9976,10,0.0974,2
0.6555,1,5,2.4295,24.156,2,0.0,0.0,0.0,157,8,0.0148,0.9783,24,0.1382,2
0.102,0,0,56.049,1.8733,2,0.0,0.0,0.0,161,10,0.1847,0.8356,2,0.1204,2
0.1092,1,0,32.2157,1.5276,2,3.0,0.0,0.0,431,226,0.9433,0.0648,37,0.3473,1
1.1562,0,2,400.4529,393.2629,0,0.0,1.0,7.0,66,88,0.9724,0.0684,92,0.9352,3
0.4791,0,1,8.4751,1.6217,1,0.0,0.0,0.0,201,2,0.2353,0.9216,17,0.1228,2
1.8665,0,2,217.0854,2153.2833,0,0.0,0.0,0.0,11,6,0.8738,0.1333,116,0.778,0
0.0833,1,1,28.5713,25.0822,1,0.0,0.0,0.0,204,7,0.0766,0.9042,7,0.1288,2
0.2181,0,3,48.6702,7.5808,2,0.0,0.0,0.0,503,359,0.9819,0.0651,5,0.3319,1
0.3632,0,0,2.9042,3.2509,1,0.0,0.0,0.0,336,443,0.9651,0.0316,5,0.1705,1
11.3286,0,1,590.5366,769.4215,0,0.0,1.0,2.0,69,34,0.8224,0.0716,137,0.7672,3
0.38,0,0,15.5714,26.0396,2,0.0,0.0,0.0,181,13,0.1264,0.9815,16,0.1715,2
2.2879,0,1,553.7632,417.0711,0,0.0,5.0,4.0,31,89,0.9896,0.013,71,0.7329,3
0.3998,0,0,24.1231,9.1148,1,0.0,0.0,0.0,454,201,0.8756,0.0179,11,0.3528,1
0.8602,0,1,15.2409,28.8359,2,0.0,0.0,0.0,220,14,0.1457,0.9331,6,0.1071,2
